2023-07-05 10:35:01,553 | train | INFO | Set Logger C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230705_103501
2023-07-05 11:00:37,019 | train | INFO | batch: 200/1781 loss: 0.002232602098956704
2023-07-05 11:01:51,488 | train | INFO | batch: 300/1781 loss: 0.0009035996627062559
2023-07-05 11:03:06,588 | train | INFO | batch: 400/1781 loss: 0.0017401459626853466
2023-07-05 11:04:20,714 | train | INFO | batch: 500/1781 loss: 0.0003372204664628953
2023-07-05 11:05:35,168 | train | INFO | batch: 600/1781 loss: 0.0005711290868930519
2023-07-05 11:06:49,190 | train | INFO | batch: 700/1781 loss: 0.0014361549401655793
2023-07-05 11:08:03,481 | train | INFO | batch: 800/1781 loss: 0.03436724469065666
2023-07-05 11:09:17,791 | train | INFO | batch: 900/1781 loss: 0.009487833827733994
2023-07-05 11:10:32,314 | train | INFO | batch: 1000/1781 loss: 0.0011199286673218012
2023-07-05 11:11:46,796 | train | INFO | batch: 1100/1781 loss: 0.00012596251326613128
2023-07-05 11:13:00,727 | train | INFO | batch: 1200/1781 loss: 0.00024808611487969756
2023-07-05 11:14:14,917 | train | INFO | batch: 1300/1781 loss: 0.0005525224260054529
2023-07-05 11:15:28,477 | train | INFO | batch: 1400/1781 loss: 0.0001705555769149214
2023-07-05 11:16:41,950 | train | INFO | batch: 1500/1781 loss: 0.028471948578953743
2023-07-05 11:17:57,359 | train | INFO | batch: 1600/1781 loss: 0.004209362901747227
2023-07-05 11:19:11,295 | train | INFO | batch: 1700/1781 loss: 0.02757280133664608
2023-07-05 11:20:12,062 | train | INFO | --Val 1/5
2023-07-05 11:20:21,984 | train | INFO | batch: 0/31 loss: 0.00025674019707366824
2023-07-05 11:20:36,789 | train | INFO | Write row 1
2023-07-05 11:20:38,089 | train | INFO | Early stopper, counter 1/10, best:1.0 -> now:0.9959677419354839
2023-07-05 11:20:38,089 | train | INFO | --Train 2/5
2023-07-05 11:20:46,999 | train | INFO | batch: 0/1781 loss: 0.004116195719689131
2023-07-05 11:22:00,194 | train | INFO | batch: 100/1781 loss: 0.005165774375200272
2023-07-05 11:23:14,856 | train | INFO | batch: 200/1781 loss: 0.0016340072033926845
2023-07-05 11:24:29,574 | train | INFO | batch: 300/1781 loss: 0.001989957643672824
2023-07-05 11:25:43,573 | train | INFO | batch: 400/1781 loss: 0.1570284217596054
2023-07-05 11:26:58,018 | train | INFO | batch: 500/1781 loss: 0.09974595904350281
2023-07-05 11:28:15,436 | train | INFO | batch: 600/1781 loss: 0.0784832239151001
2023-07-05 11:29:32,040 | train | INFO | batch: 700/1781 loss: 0.0003197721962351352
2023-07-05 11:30:47,519 | train | INFO | batch: 800/1781 loss: 0.00606731278821826
2023-07-05 11:32:02,505 | train | INFO | batch: 900/1781 loss: 0.04247727245092392
2023-07-05 11:33:16,636 | train | INFO | batch: 1000/1781 loss: 0.04504812881350517
2023-07-05 11:34:31,597 | train | INFO | batch: 1100/1781 loss: 0.0018270231084898114
2023-07-05 11:35:46,569 | train | INFO | batch: 1200/1781 loss: 0.0005512004718184471
2023-07-05 11:37:01,182 | train | INFO | batch: 1300/1781 loss: 0.0005994881503283978
2023-07-05 11:38:16,165 | train | INFO | batch: 1400/1781 loss: 0.00031101374770514667
2023-07-05 11:39:30,238 | train | INFO | batch: 1500/1781 loss: 0.038364097476005554
2023-07-05 11:40:45,946 | train | INFO | batch: 1600/1781 loss: 0.001978217391297221
2023-07-05 11:42:00,672 | train | INFO | batch: 1700/1781 loss: 0.00027073032106272876
2023-07-05 11:43:02,381 | train | INFO | --Val 2/5
2023-07-05 11:43:12,883 | train | INFO | batch: 0/31 loss: 0.0009147292003035545
2023-07-05 11:43:29,491 | train | INFO | Write row 2
2023-07-05 11:43:30,794 | train | INFO | Early stopper, counter 0/10, best:1.0 -> now:1.0
2023-07-05 11:43:30,794 | train | INFO | Set counter as 0
2023-07-05 11:43:30,794 | train | INFO | Update best score as 1.0
2023-07-05 11:43:31,032 | train | INFO | Recorder, epoch 2 Model saved: C:\Users\EHmin\Fake_or_Real\baseline\results\train\20230705_103501\model.pt
2023-07-05 11:43:31,032 | train | INFO | --Train 3/5
2023-07-05 11:43:41,120 | train | INFO | batch: 0/1781 loss: 0.002779223956167698
2023-07-05 11:45:05,183 | train | INFO | batch: 100/1781 loss: 0.021846501156687737
2023-07-05 11:46:32,309 | train | INFO | batch: 200/1781 loss: 0.11198756098747253
2023-07-05 11:47:57,425 | train | INFO | batch: 300/1781 loss: 0.0005015291390009224
2023-07-05 11:49:24,384 | train | INFO | batch: 400/1781 loss: 0.0011334085138514638
